timestamp,faces CPU,faces mem,load CPU,load mem,iperf CPU,iperf mem,gke CPU,gke mem,k8s CPU,k8s mem,data-plane CPU,data-plane mem,control-plane CPU,control-plane mem,mesh CPU,mesh mem,non-mesh CPU,non-mesh mem,business CPU,business mem,overhead CPU,overhead mem,total CPU,total mem,load app CPU,load app mem,load mesh CPU,load mesh mem,wrk2 app CPU,wrk2 app mem,wrk2 mesh CPU,wrk2 mesh mem,iperf app CPU,iperf app mem,iperf mesh CPU,iperf mesh mem,iperf-client app CPU,iperf-client app mem,iperf-client mesh CPU,iperf-client mesh mem,faces-gui app CPU,faces-gui app mem,faces-gui mesh CPU,faces-gui mesh mem,face app CPU,face app mem,face mesh CPU,face mesh mem,smiley app CPU,smiley app mem,smiley mesh CPU,smiley mesh mem,smiley2 app CPU,smiley2 app mem,smiley2 mesh CPU,smiley2 mesh mem,smiley3 app CPU,smiley3 app mem,smiley3 mesh CPU,smiley3 mesh mem,color app CPU,color app mem,color mesh CPU,color mesh mem,color2 app CPU,color2 app mem,color2 mesh CPU,color2 mesh mem,color3 app CPU,color3 app mem,color3 mesh CPU,color3 mesh mem,linkerd-destination mesh CPU,linkerd-destination mesh mem,linkerd-identity mesh CPU,linkerd-identity mesh mem,linkerd-proxy-injector mesh CPU,linkerd-proxy-injector mesh mem,istiod mesh CPU,istiod mesh mem,istio-ingressgateway mesh CPU,istio-ingressgateway mesh mem,waypoint mesh CPU,waypoint mesh mem,ztunnel mesh CPU,ztunnel mesh mem
2025-03-28 00:46:23,36922781,126902272,,,,,21803378,323706880,52774585,715210752,12431463,121950208,13814579,246685696,26246042,368635904,36922781,126902272,63168823,495538176,74577963,1038917632,137746786,1534455808,,,,,,,,,,,,,,,,,968,9711616,855313,12173312,36910913,42438656,1104512,28704768,6059,25796608,1005779,18305024,0,6545408,719501,12283904,0,6217728,820976,12328960,0,23748608,6497968,13561856,3294,6418432,722271,12288000,1547,6025216,705143,12304384,9956391,134262784,1802074,48250880,2056114,64172032,,,,,,,,
2025-03-28 00:46:33,36922781,126902272,,,,,21803378,323706880,52774585,715210752,12431463,121950208,13814579,246685696,26246042,368635904,36922781,126902272,63168823,495538176,74577963,1038917632,137746786,1534455808,,,,,,,,,,,,,,,,,968,9711616,855313,12173312,36910913,42438656,1104512,28704768,6059,25796608,1005779,18305024,0,6545408,719501,12283904,0,6217728,820976,12328960,0,23748608,6497968,13561856,3294,6418432,722271,12288000,1547,6025216,705143,12304384,9956391,134262784,1802074,48250880,2056114,64172032,,,,,,,,
2025-03-28 00:46:43,36922781,126902272,,,,,21803378,323706880,52774585,715210752,12431463,121950208,13814579,246685696,26246042,368635904,36922781,126902272,63168823,495538176,74577963,1038917632,137746786,1534455808,,,,,,,,,,,,,,,,,968,9711616,855313,12173312,36910913,42438656,1104512,28704768,6059,25796608,1005779,18305024,0,6545408,719501,12283904,0,6217728,820976,12328960,0,23748608,6497968,13561856,3294,6418432,722271,12288000,1547,6025216,705143,12304384,9956391,134262784,1802074,48250880,2056114,64172032,,,,,,,,
2025-03-28 00:46:53,1145944954,134311936,118112550,21049344,,,22945625,322502656,322115096,713064448,679211727,156192768,22851258,251531264,702062985,407724032,1264057504,155361280,1966120489,563085312,345060721,1035567104,2311181210,1598652416,,,,,118112550,21049344,281349951,30257152,,,,,,,,,2448,9711616,711749,11911168,1016991545,50552832,241125653,33980416,102696936,25157632,85427770,17305600,16143,6545408,743428,12283904,6421,6217728,702989,12328960,26225321,23683072,67681380,13533184,2194,6418432,742048,12288000,3946,6025216,726759,12304384,14082103,135188480,2598871,48361472,6170284,67981312,,,,,,,,
2025-03-28 00:47:03,1145944954,134311936,118112550,21049344,,,22945625,322502656,322115096,713064448,679211727,156192768,22851258,251531264,702062985,407724032,1264057504,155361280,1966120489,563085312,345060721,1035567104,2311181210,1598652416,,,,,118112550,21049344,281349951,30257152,,,,,,,,,2448,9711616,711749,11911168,1016991545,50552832,241125653,33980416,102696936,25157632,85427770,17305600,16143,6545408,743428,12283904,6421,6217728,702989,12328960,26225321,23683072,67681380,13533184,2194,6418432,742048,12288000,3946,6025216,726759,12304384,14082103,135188480,2598871,48361472,6170284,67981312,,,,,,,,
2025-03-28 00:47:14,1145944954,134311936,118112550,21049344,,,22945625,322502656,322115096,713064448,679211727,156192768,22851258,251531264,702062985,407724032,1264057504,155361280,1966120489,563085312,345060721,1035567104,2311181210,1598652416,,,,,118112550,21049344,281349951,30257152,,,,,,,,,2448,9711616,711749,11911168,1016991545,50552832,241125653,33980416,102696936,25157632,85427770,17305600,16143,6545408,743428,12283904,6421,6217728,702989,12328960,26225321,23683072,67681380,13533184,2194,6418432,742048,12288000,3946,6025216,726759,12304384,14082103,135188480,2598871,48361472,6170284,67981312,,,,,,,,
2025-03-28 00:47:24,5126979826,146669568,114304333,21319680,,,19358642,323129344,1166306336,720429056,2387702703,164851712,15398033,252735488,2403100736,417587200,5241284159,167989248,7644384895,585576448,1185664978,1043558400,8830049873,1629134848,,,,,114304333,21319680,302189508,31363072,,,,,,,,,6517,9707520,694998,11907072,4343036895,61939712,1273323110,41713664,455293993,26316800,514277758,17059840,0,6545408,787427,12283904,0,6217728,767361,12328960,328642421,23498752,294180150,13602816,0,6418432,740447,12288000,0,6025216,741944,12304384,11521185,136376320,1716898,48365568,2159950,67993600,,,,,,,,
2025-03-28 00:47:34,5126979826,146669568,114304333,21319680,,,19358642,323129344,1166306336,720429056,2387702703,164851712,15398033,252735488,2403100736,417587200,5241284159,167989248,7644384895,585576448,1185664978,1043558400,8830049873,1629134848,,,,,114304333,21319680,302189508,31363072,,,,,,,,,6517,9707520,694998,11907072,4343036895,61939712,1273323110,41713664,455293993,26316800,514277758,17059840,0,6545408,787427,12283904,0,6217728,767361,12328960,328642421,23498752,294180150,13602816,0,6418432,740447,12288000,0,6025216,741944,12304384,11521185,136376320,1716898,48365568,2159950,67993600,,,,,,,,
2025-03-28 00:47:44,5126979826,146669568,114304333,21319680,,,19358642,323129344,1166306336,720429056,2387702703,164851712,15398033,252735488,2403100736,417587200,5241284159,167989248,7644384895,585576448,1185664978,1043558400,8830049873,1629134848,,,,,114304333,21319680,302189508,31363072,,,,,,,,,6517,9707520,694998,11907072,4343036895,61939712,1273323110,41713664,455293993,26316800,514277758,17059840,0,6545408,787427,12283904,0,6217728,767361,12328960,328642421,23498752,294180150,13602816,0,6418432,740447,12288000,0,6025216,741944,12304384,11521185,136376320,1716898,48365568,2159950,67993600,,,,,,,,
2025-03-28 00:47:54,6909733802,150355968,113660776,21299200,,,21110067,308625408,1071122314,719200256,2471121423,173961216,13300570,252780544,2484421993,426741760,7023394578,171655168,9507816571,598396928,1092232381,1027825664,10600048952,1626222592,,,,,113660776,21299200,292485605,32813056,,,,,,,,,3264,9707520,772981,11907072,6142247115,64389120,1367886615,47255552,450005111,27340800,520536054,19550208,7049,6545408,728534,12288000,5727,6217728,777866,11751424,317454586,23711744,286475014,13803520,6244,6418432,727071,12288000,4706,6025216,731683,12304384,9961472,136425472,1511882,48365568,1827216,67989504,,,,,,,,
2025-03-28 00:48:04,6909733802,150355968,113660776,21299200,,,21110067,308625408,1071122314,719200256,2471121423,173961216,13300570,252780544,2484421993,426741760,7023394578,171655168,9507816571,598396928,1092232381,1027825664,10600048952,1626222592,,,,,113660776,21299200,292485605,32813056,,,,,,,,,3264,9707520,772981,11907072,6142247115,64389120,1367886615,47255552,450005111,27340800,520536054,19550208,7049,6545408,728534,12288000,5727,6217728,777866,11751424,317454586,23711744,286475014,13803520,6244,6418432,727071,12288000,4706,6025216,731683,12304384,9961472,136425472,1511882,48365568,1827216,67989504,,,,,,,,
2025-03-28 00:48:15,6909733802,150355968,113660776,21299200,,,21110067,308625408,1071122314,719200256,2471121423,173961216,13300570,252780544,2484421993,426741760,7023394578,171655168,9507816571,598396928,1092232381,1027825664,10600048952,1626222592,,,,,113660776,21299200,292485605,32813056,,,,,,,,,3264,9707520,772981,11907072,6142247115,64389120,1367886615,47255552,450005111,27340800,520536054,19550208,7049,6545408,728534,12288000,5727,6217728,777866,11751424,317454586,23711744,286475014,13803520,6244,6418432,727071,12288000,4706,6025216,731683,12304384,9961472,136425472,1511882,48365568,1827216,67989504,,,,,,,,
2025-03-28 00:48:25,5375449851,148815872,113064403,21049344,,,19274492,304189440,1150380037,714072064,2484905869,167059456,12151221,253071360,2497057090,420130816,5488514254,169865216,7985571344,589996032,1169654529,1018261504,9155225873,1608257536,,,,,113064403,21049344,299870326,32071680,,,,,,,,,999,9707520,706075,11907072,4602592233,63881216,1353680665,41762816,445247808,26062848,536855813,18698240,1578,6545408,712645,12288000,0,6217728,697478,12013568,327603293,23957504,291003150,13721600,2145,6418432,679922,12292096,1795,6025216,699795,12304384,8549730,136450048,1939516,48369664,1661975,68251648,,,,,,,,
2025-03-28 00:48:35,5375449851,148815872,113064403,21049344,,,19274492,304189440,1150380037,714072064,2484905869,167059456,12151221,253071360,2497057090,420130816,5488514254,169865216,7985571344,589996032,1169654529,1018261504,9155225873,1608257536,,,,,113064403,21049344,299870326,32071680,,,,,,,,,999,9707520,706075,11907072,4602592233,63881216,1353680665,41762816,445247808,26062848,536855813,18698240,1578,6545408,712645,12288000,0,6217728,697478,12013568,327603293,23957504,291003150,13721600,2145,6418432,679922,12292096,1795,6025216,699795,12304384,8549730,136450048,1939516,48369664,1661975,68251648,,,,,,,,
2025-03-28 00:48:45,5375449851,148815872,113064403,21049344,,,19274492,304189440,1150380037,714072064,2484905869,167059456,12151221,253071360,2497057090,420130816,5488514254,169865216,7985571344,589996032,1169654529,1018261504,9155225873,1608257536,,,,,113064403,21049344,299870326,32071680,,,,,,,,,999,9707520,706075,11907072,4602592233,63881216,1353680665,41762816,445247808,26062848,536855813,18698240,1578,6545408,712645,12288000,0,6217728,697478,12013568,327603293,23957504,291003150,13721600,2145,6418432,679922,12292096,1795,6025216,699795,12304384,8549730,136450048,1939516,48369664,1661975,68251648,,,,,,,,
2025-03-28 00:48:55,6669681527,162013184,112973049,21262336,,,21953925,288292864,1097795853,715333632,2480075338,175501312,13833766,250155008,2493909104,425656320,6782654576,183275520,9276563680,608931840,1119749778,1003626496,10396313458,1612558336,,,,,112973049,21262336,296037337,33140736,,,,,,,,,20754,9723904,735214,11911168,5900716061,76574720,1365024584,48492544,445108862,26529792,524401244,19587072,3769,6545408,754466,12288000,6870,6217728,754587,11751424,323820441,23977984,290991086,13733888,2071,6418432,735652,12292096,2699,6025216,641168,12304384,9728221,135696384,1733316,48373760,2372229,66084864,,,,,,,,
