timestamp,faces CPU,faces mem,load CPU,load mem,iperf CPU,iperf mem,gke CPU,gke mem,k8s CPU,k8s mem,data-plane CPU,data-plane mem,control-plane CPU,control-plane mem,mesh CPU,mesh mem,non-mesh CPU,non-mesh mem,business CPU,business mem,overhead CPU,overhead mem,total CPU,total mem,load app CPU,load app mem,load mesh CPU,load mesh mem,wrk2 app CPU,wrk2 app mem,wrk2 mesh CPU,wrk2 mesh mem,iperf app CPU,iperf app mem,iperf mesh CPU,iperf mesh mem,iperf-client app CPU,iperf-client app mem,iperf-client mesh CPU,iperf-client mesh mem,faces-gui app CPU,faces-gui app mem,faces-gui mesh CPU,faces-gui mesh mem,face app CPU,face app mem,face mesh CPU,face mesh mem,smiley app CPU,smiley app mem,smiley mesh CPU,smiley mesh mem,smiley2 app CPU,smiley2 app mem,smiley2 mesh CPU,smiley2 mesh mem,smiley3 app CPU,smiley3 app mem,smiley3 mesh CPU,smiley3 mesh mem,color app CPU,color app mem,color mesh CPU,color mesh mem,color2 app CPU,color2 app mem,color2 mesh CPU,color2 mesh mem,color3 app CPU,color3 app mem,color3 mesh CPU,color3 mesh mem,linkerd-destination mesh CPU,linkerd-destination mesh mem,linkerd-identity mesh CPU,linkerd-identity mesh mem,linkerd-proxy-injector mesh CPU,linkerd-proxy-injector mesh mem,istiod mesh CPU,istiod mesh mem,istio-ingressgateway mesh CPU,istio-ingressgateway mesh mem,waypoint mesh CPU,waypoint mesh mem,ztunnel mesh CPU,ztunnel mesh mem
2025-03-27 15:56:08,56861,134799360,,,,,24437583,314486784,36394559,777146368,15061379,240623616,4605145,128274432,19666524,368898048,56861,134799360,19723385,503697408,60832142,1091633152,80555527,1595330560,,,,,,,,,,,,,,,,,0,8822784,,,45705,46755840,,,0,30130176,,,3951,6541312,,,3697,5971968,,,0,23953408,,,2156,6291456,,,1352,6332416,,,,,,,,,4605145,128274432,,,7880067,202895360,7181312,37728256
2025-03-27 15:56:18,56861,134799360,,,,,24437583,314486784,36394559,777146368,15061379,240623616,4605145,128274432,19666524,368898048,56861,134799360,19723385,503697408,60832142,1091633152,80555527,1595330560,,,,,,,,,,,,,,,,,0,8822784,,,45705,46755840,,,0,30130176,,,3951,6541312,,,3697,5971968,,,0,23953408,,,2156,6291456,,,1352,6332416,,,,,,,,,4605145,128274432,,,7880067,202895360,7181312,37728256
2025-03-27 15:56:28,56861,134799360,,,,,24437583,314486784,36394559,777146368,15061379,240623616,4605145,128274432,19666524,368898048,56861,134799360,19723385,503697408,60832142,1091633152,80555527,1595330560,,,,,,,,,,,,,,,,,0,8822784,,,45705,46755840,,,0,30130176,,,3951,6541312,,,3697,5971968,,,0,23953408,,,2156,6291456,,,1352,6332416,,,,,,,,,4605145,128274432,,,7880067,202895360,7181312,37728256
2025-03-27 15:56:39,94865430,132952064,17366000,21110784,,,11909778,316592128,39236657,832327680,126403420,245366784,6202438,133365760,132605858,378732544,112231430,154062848,244837288,532795392,51146435,1148919808,295983723,1681715200,,,,,17366000,21110784,,,,,,,,,,,2418,8822784,,,82519466,45748224,,,8265348,29548544,,,0,6541312,,,0,5971968,,,4075802,23695360,,,1430,6291456,,,966,6332416,,,,,,,,,6202438,133365760,,,82205031,206663680,44198389,38703104
2025-03-27 15:56:49,94865430,132952064,17366000,21110784,,,11909778,316592128,39236657,832327680,126403420,245366784,6202438,133365760,132605858,378732544,112231430,154062848,244837288,532795392,51146435,1148919808,295983723,1681715200,,,,,17366000,21110784,,,,,,,,,,,2418,8822784,,,82519466,45748224,,,8265348,29548544,,,0,6541312,,,0,5971968,,,4075802,23695360,,,1430,6291456,,,966,6332416,,,,,,,,,6202438,133365760,,,82205031,206663680,44198389,38703104
2025-03-27 15:56:59,94865430,132952064,17366000,21110784,,,11909778,316592128,39236657,832327680,126403420,245366784,6202438,133365760,132605858,378732544,112231430,154062848,244837288,532795392,51146435,1148919808,295983723,1681715200,,,,,17366000,21110784,,,,,,,,,,,2418,8822784,,,82519466,45748224,,,8265348,29548544,,,0,6541312,,,0,5971968,,,4075802,23695360,,,1430,6291456,,,966,6332416,,,,,,,,,6202438,133365760,,,82205031,206663680,44198389,38703104
2025-03-27 15:57:09,301691671,132378624,18058795,21106688,,,12726790,300589056,48275460,833826816,285606571,245481472,3372715,132923392,288979286,378404864,319750466,153485312,608729752,531890176,61002250,1134415872,669732002,1666306048,,,,,18058795,21106688,,,,,,,,,,,1393,8822784,,,260403942,44392448,,,21186800,30248960,,,3005,6541312,,,2678,5971968,,,20088241,23777280,,,3194,6291456,,,2418,6332416,,,,,,,,,3372715,132923392,,,147192730,206385152,138413841,39096320
2025-03-27 15:57:20,301691671,132378624,18058795,21106688,,,12726790,300589056,48275460,833826816,285606571,245481472,3372715,132923392,288979286,378404864,319750466,153485312,608729752,531890176,61002250,1134415872,669732002,1666306048,,,,,18058795,21106688,,,,,,,,,,,1393,8822784,,,260403942,44392448,,,21186800,30248960,,,3005,6541312,,,2678,5971968,,,20088241,23777280,,,3194,6291456,,,2418,6332416,,,,,,,,,3372715,132923392,,,147192730,206385152,138413841,39096320
2025-03-27 15:57:30,301691671,132378624,18058795,21106688,,,12726790,300589056,48275460,833826816,285606571,245481472,3372715,132923392,288979286,378404864,319750466,153485312,608729752,531890176,61002250,1134415872,669732002,1666306048,,,,,18058795,21106688,,,,,,,,,,,1393,8822784,,,260403942,44392448,,,21186800,30248960,,,3005,6541312,,,2678,5971968,,,20088241,23777280,,,3194,6291456,,,2418,6332416,,,,,,,,,3372715,132923392,,,147192730,206385152,138413841,39096320
2025-03-27 15:57:40,253584272,132960256,18824356,21106688,,,11939688,289026048,48163451,830304256,269479052,245547008,3137796,134078464,272616848,379625472,272408628,154066944,545025476,533692416,60103139,1119330304,605128615,1653022720,,,,,18824356,21106688,,,,,,,,,,,2570,8822784,,,210625971,45576192,,,23874249,29302784,,,0,6541312,,,0,5971968,,,19079568,24121344,,,1914,6291456,,,0,6332416,,,,,,,,,3137796,134078464,,,132662924,206745600,136816128,38801408
