timestamp,faces CPU,faces mem,load CPU,load mem,iperf CPU,iperf mem,gke CPU,gke mem,k8s CPU,k8s mem,data-plane CPU,data-plane mem,control-plane CPU,control-plane mem,mesh CPU,mesh mem,non-mesh CPU,non-mesh mem,business CPU,business mem,overhead CPU,overhead mem,total CPU,total mem,load app CPU,load app mem,load mesh CPU,load mesh mem,wrk2 app CPU,wrk2 app mem,wrk2 mesh CPU,wrk2 mesh mem,iperf app CPU,iperf app mem,iperf mesh CPU,iperf mesh mem,iperf-client app CPU,iperf-client app mem,iperf-client mesh CPU,iperf-client mesh mem,faces-gui app CPU,faces-gui app mem,faces-gui mesh CPU,faces-gui mesh mem,face app CPU,face app mem,face mesh CPU,face mesh mem,smiley app CPU,smiley app mem,smiley mesh CPU,smiley mesh mem,smiley2 app CPU,smiley2 app mem,smiley2 mesh CPU,smiley2 mesh mem,smiley3 app CPU,smiley3 app mem,smiley3 mesh CPU,smiley3 mesh mem,color app CPU,color app mem,color mesh CPU,color mesh mem,color2 app CPU,color2 app mem,color2 mesh CPU,color2 mesh mem,color3 app CPU,color3 app mem,color3 mesh CPU,color3 mesh mem,linkerd-destination mesh CPU,linkerd-destination mesh mem,linkerd-identity mesh CPU,linkerd-identity mesh mem,linkerd-proxy-injector mesh CPU,linkerd-proxy-injector mesh mem,istiod mesh CPU,istiod mesh mem,istio-ingressgateway mesh CPU,istio-ingressgateway mesh mem,waypoint mesh CPU,waypoint mesh mem,ztunnel mesh CPU,ztunnel mesh mem
2025-03-27 16:32:10,485408,133316608,,,,,12366790,275570688,38000134,844681216,25735626,241995776,4399448,132968448,30135074,374964224,485408,133316608,30620482,508280832,50366924,1120251904,80987406,1628532736,,,,,,,,,,,,,,,,,1337,9170944,,,472406,45817856,,,0,29020160,,,3069,6541312,,,4004,5971968,,,0,24170496,,,2741,6291456,,,1851,6332416,,,,,,,,,4399448,132968448,,,5437168,204062720,20298458,37933056
2025-03-27 16:32:20,485408,133316608,,,,,12366790,275570688,38000134,844681216,25735626,241995776,4399448,132968448,30135074,374964224,485408,133316608,30620482,508280832,50366924,1120251904,80987406,1628532736,,,,,,,,,,,,,,,,,1337,9170944,,,472406,45817856,,,0,29020160,,,3069,6541312,,,4004,5971968,,,0,24170496,,,2741,6291456,,,1851,6332416,,,,,,,,,4399448,132968448,,,5437168,204062720,20298458,37933056
2025-03-27 16:32:30,51583971,131371008,21953908,21110784,,,12033457,277798912,43728417,846229504,132415457,246620160,5880518,136286208,138295975,382906368,73537879,152481792,211833854,535388160,55761874,1124028416,267595728,1659416576,,,,,21953908,21110784,,,,,,,,,,,2952,9170944,,,43768756,43905024,,,6009241,29368320,,,0,6541312,,,0,5971968,,,1802147,23789568,,,0,6291456,,,875,6332416,,,,,,,,,5880518,136286208,,,73368479,207089664,59046978,39530496
2025-03-27 16:32:41,51583971,131371008,21953908,21110784,,,12033457,277798912,43728417,846229504,132415457,246620160,5880518,136286208,138295975,382906368,73537879,152481792,211833854,535388160,55761874,1124028416,267595728,1659416576,,,,,21953908,21110784,,,,,,,,,,,2952,9170944,,,43768756,43905024,,,6009241,29368320,,,0,6541312,,,0,5971968,,,1802147,23789568,,,0,6291456,,,875,6332416,,,,,,,,,5880518,136286208,,,73368479,207089664,59046978,39530496
2025-03-27 16:32:51,51583971,131371008,21953908,21110784,,,12033457,277798912,43728417,846229504,132415457,246620160,5880518,136286208,138295975,382906368,73537879,152481792,211833854,535388160,55761874,1124028416,267595728,1659416576,,,,,21953908,21110784,,,,,,,,,,,2952,9170944,,,43768756,43905024,,,6009241,29368320,,,0,6541312,,,0,5971968,,,1802147,23789568,,,0,6291456,,,875,6332416,,,,,,,,,5880518,136286208,,,73368479,207089664,59046978,39530496
2025-03-27 16:33:01,509662300,130183168,21691741,21110784,,,11618546,279289856,63660416,845774848,578814095,246616064,3244890,136712192,582058985,383328256,531354041,151293952,1113413026,534622208,75278962,1125064704,1188691988,1659686912,,,,,21691741,21110784,,,,,,,,,,,1318,9170944,,,425593301,42221568,,,44006905,29224960,,,3513,6541312,,,3234,5971968,,,40048364,24428544,,,3379,6291456,,,2286,6332416,,,,,,,,,3244890,136712192,,,309779707,207572992,269034388,39043072
2025-03-27 16:33:11,509662300,130183168,21691741,21110784,,,11618546,279289856,63660416,845774848,578814095,246616064,3244890,136712192,582058985,383328256,531354041,151293952,1113413026,534622208,75278962,1125064704,1188691988,1659686912,,,,,21691741,21110784,,,,,,,,,,,1318,9170944,,,425593301,42221568,,,44006905,29224960,,,3513,6541312,,,3234,5971968,,,40048364,24428544,,,3379,6291456,,,2286,6332416,,,,,,,,,3244890,136712192,,,309779707,207572992,269034388,39043072
2025-03-27 16:33:21,509662300,130183168,21691741,21110784,,,11618546,279289856,63660416,845774848,578814095,246616064,3244890,136712192,582058985,383328256,531354041,151293952,1113413026,534622208,75278962,1125064704,1188691988,1659686912,,,,,21691741,21110784,,,,,,,,,,,1318,9170944,,,425593301,42221568,,,44006905,29224960,,,3513,6541312,,,3234,5971968,,,40048364,24428544,,,3379,6291456,,,2286,6332416,,,,,,,,,3244890,136712192,,,309779707,207572992,269034388,39043072
2025-03-27 16:33:31,542451893,130617344,21800942,21114880,,,13351709,281841664,62549461,847405056,555170431,247590912,3759348,137068544,558929779,384659456,564252835,151732224,1123182614,536391680,75901170,1129246720,1199083784,1665638400,,,,,21800942,21114880,,,,,,,,,,,2173,9170944,,,452860807,42901504,,,45742166,29376512,,,713,6541312,,,0,5971968,,,43843578,24031232,,,1432,6291456,,,1024,6332416,,,,,,,,,3759348,137068544,,,290625581,208171008,264544850,39419904
2025-03-27 16:33:41,542451893,130617344,21800942,21114880,,,13351709,281841664,62549461,847405056,555170431,247590912,3759348,137068544,558929779,384659456,564252835,151732224,1123182614,536391680,75901170,1129246720,1199083784,1665638400,,,,,21800942,21114880,,,,,,,,,,,2173,9170944,,,452860807,42901504,,,45742166,29376512,,,713,6541312,,,0,5971968,,,43843578,24031232,,,1432,6291456,,,1024,6332416,,,,,,,,,3759348,137068544,,,290625581,208171008,264544850,39419904
