timestamp,faces CPU,faces mem,load CPU,load mem,iperf CPU,iperf mem,gke CPU,gke mem,k8s CPU,k8s mem,data-plane CPU,data-plane mem,control-plane CPU,control-plane mem,mesh CPU,mesh mem,non-mesh CPU,non-mesh mem,business CPU,business mem,overhead CPU,overhead mem,total CPU,total mem,load app CPU,load app mem,load mesh CPU,load mesh mem,wrk2 app CPU,wrk2 app mem,wrk2 mesh CPU,wrk2 mesh mem,iperf app CPU,iperf app mem,iperf mesh CPU,iperf mesh mem,iperf-client app CPU,iperf-client app mem,iperf-client mesh CPU,iperf-client mesh mem,faces-gui app CPU,faces-gui app mem,faces-gui mesh CPU,faces-gui mesh mem,face app CPU,face app mem,face mesh CPU,face mesh mem,smiley app CPU,smiley app mem,smiley mesh CPU,smiley mesh mem,smiley2 app CPU,smiley2 app mem,smiley2 mesh CPU,smiley2 mesh mem,smiley3 app CPU,smiley3 app mem,smiley3 mesh CPU,smiley3 mesh mem,color app CPU,color app mem,color mesh CPU,color mesh mem,color2 app CPU,color2 app mem,color2 mesh CPU,color2 mesh mem,color3 app CPU,color3 app mem,color3 mesh CPU,color3 mesh mem,linkerd-destination mesh CPU,linkerd-destination mesh mem,linkerd-identity mesh CPU,linkerd-identity mesh mem,linkerd-proxy-injector mesh CPU,linkerd-proxy-injector mesh mem,istiod mesh CPU,istiod mesh mem,istio-ingressgateway mesh CPU,istio-ingressgateway mesh mem,waypoint mesh CPU,waypoint mesh mem,ztunnel mesh CPU,ztunnel mesh mem
2025-03-28 01:28:25,9890628,125386752,,,,,21054368,293957632,56632488,722874368,7434505,114561024,14295484,251662336,21729989,366223360,9890628,125386752,31620617,491610112,77686856,1016832000,109307473,1508442112,,,,,,,,,,,,,,,,,2992,10407936,705490,11919360,8506454,40906752,1936982,23973888,698108,25600000,884708,16551936,0,6545408,716757,12296192,0,6217728,719645,11780096,677614,23265280,1007212,13398016,1496,6418432,721985,12316672,3964,6025216,741726,12324864,10669543,137887744,1635930,48754688,1990011,65019904,,,,,,,,
2025-03-28 01:28:35,9890628,125386752,,,,,21054368,293957632,56632488,722874368,7434505,114561024,14295484,251662336,21729989,366223360,9890628,125386752,31620617,491610112,77686856,1016832000,109307473,1508442112,,,,,,,,,,,,,,,,,2992,10407936,705490,11919360,8506454,40906752,1936982,23973888,698108,25600000,884708,16551936,0,6545408,716757,12296192,0,6217728,719645,11780096,677614,23265280,1007212,13398016,1496,6418432,721985,12316672,3964,6025216,741726,12324864,10669543,137887744,1635930,48754688,1990011,65019904,,,,,,,,
2025-03-28 01:28:45,9890628,125386752,,,,,21054368,293957632,56632488,722874368,7434505,114561024,14295484,251662336,21729989,366223360,9890628,125386752,31620617,491610112,77686856,1016832000,109307473,1508442112,,,,,,,,,,,,,,,,,2992,10407936,705490,11919360,8506454,40906752,1936982,23973888,698108,25600000,884708,16551936,0,6545408,716757,12296192,0,6217728,719645,11780096,677614,23265280,1007212,13398016,1496,6418432,721985,12316672,3964,6025216,741726,12324864,10669543,137887744,1635930,48754688,1990011,65019904,,,,,,,,
2025-03-28 01:28:56,66694215,128299008,25231990,21098496,,,22053042,289288192,73693187,726048768,98901867,141688832,21492784,256614400,120394651,398303232,91926205,149397504,212320856,547700736,95746229,1015336960,308067085,1563037696,,,,,25231990,21098496,54433317,27901952,,,,,,,,,1145,10407936,772124,11919360,60997393,43307008,21650340,24018944,2131921,25751552,7768270,15699968,5476,6545408,751535,12296192,7949,6217728,824594,11780096,3543993,23625728,11249520,13430784,4739,6418432,708602,12316672,1599,6025216,743565,12324864,13736227,139481088,2265672,48803840,5490885,68329472,,,,,,,,
2025-03-28 01:29:06,66694215,128299008,25231990,21098496,,,22053042,289288192,73693187,726048768,98901867,141688832,21492784,256614400,120394651,398303232,91926205,149397504,212320856,547700736,95746229,1015336960,308067085,1563037696,,,,,25231990,21098496,54433317,27901952,,,,,,,,,1145,10407936,772124,11919360,60997393,43307008,21650340,24018944,2131921,25751552,7768270,15699968,5476,6545408,751535,12296192,7949,6217728,824594,11780096,3543993,23625728,11249520,13430784,4739,6418432,708602,12316672,1599,6025216,743565,12324864,13736227,139481088,2265672,48803840,5490885,68329472,,,,,,,,
2025-03-28 01:29:16,616339025,130097152,22524836,21139456,,,19795360,289611776,199378308,726335488,292650695,141885440,14964998,257105920,307615693,398991360,638863861,151236608,946479554,550227968,219173668,1015947264,1165653222,1566175232,,,,,22524836,21139456,27348245,28045312,,,,,,,,,4980,10407936,659848,11919360,523583190,45060096,155899814,24698880,51990860,25542656,68866509,15122432,0,6545408,693629,12300288,0,6217728,705833,11780096,40754209,23879680,37030266,13377536,3957,6418432,697234,12316672,1829,6025216,749317,12324864,11171204,139833344,2048526,48951296,1745268,68321280,,,,,,,,
2025-03-28 01:29:26,616339025,130097152,22524836,21139456,,,19795360,289611776,199378308,726335488,292650695,141885440,14964998,257105920,307615693,398991360,638863861,151236608,946479554,550227968,219173668,1015947264,1165653222,1566175232,,,,,22524836,21139456,27348245,28045312,,,,,,,,,4980,10407936,659848,11919360,523583190,45060096,155899814,24698880,51990860,25542656,68866509,15122432,0,6545408,693629,12300288,0,6217728,705833,11780096,40754209,23879680,37030266,13377536,3957,6418432,697234,12316672,1829,6025216,749317,12324864,11171204,139833344,2048526,48951296,1745268,68321280,,,,,,,,
2025-03-28 01:29:37,616339025,130097152,22524836,21139456,,,19795360,289611776,199378308,726335488,292650695,141885440,14964998,257105920,307615693,398991360,638863861,151236608,946479554,550227968,219173668,1015947264,1165653222,1566175232,,,,,22524836,21139456,27348245,28045312,,,,,,,,,4980,10407936,659848,11919360,523583190,45060096,155899814,24698880,51990860,25542656,68866509,15122432,0,6545408,693629,12300288,0,6217728,705833,11780096,40754209,23879680,37030266,13377536,3957,6418432,697234,12316672,1829,6025216,749317,12324864,11171204,139833344,2048526,48951296,1745268,68321280,,,,,,,,
2025-03-28 01:29:47,606604976,133849088,23785618,21098496,,,24133260,283795456,180464957,724037632,296560346,144474112,11891362,257097728,308451708,401571840,630390594,154947584,938842302,556519424,204598217,1007833088,1143440519,1564352512,,,,,23785618,21098496,28969649,28221440,,,,,,,,,0,10407936,720181,11919360,518753994,48705536,163913995,26238976,49009273,25468928,66167442,15962112,5502,6545408,712704,12296192,6899,6217728,706386,11780096,38826601,24059904,33958309,13410304,0,6418432,708825,12320768,2707,6025216,702855,12324864,8688158,139784192,1552022,48992256,1651182,68321280,,,,,,,,
2025-03-28 01:29:57,606604976,133849088,23785618,21098496,,,24133260,283795456,180464957,724037632,296560346,144474112,11891362,257097728,308451708,401571840,630390594,154947584,938842302,556519424,204598217,1007833088,1143440519,1564352512,,,,,23785618,21098496,28969649,28221440,,,,,,,,,0,10407936,720181,11919360,518753994,48705536,163913995,26238976,49009273,25468928,66167442,15962112,5502,6545408,712704,12296192,6899,6217728,706386,11780096,38826601,24059904,33958309,13410304,0,6418432,708825,12320768,2707,6025216,702855,12324864,8688158,139784192,1552022,48992256,1651182,68321280,,,,,,,,
